song_id,length,raw_acc,vit_acc,raw_f1,vit_f1,raw_harm_loss,vit_harm_loss,raw_jaccard,vit_jaccard,raw_unlikely,vit_unlikely,acc_gain,f1_gain,harm_gain,jaccard_gain,smooth_gain
song_313.csv,22,0.4090909090909091,0.45454545454545453,0.3166907166907167,0.3238095238095238,0.10341537900088965,0.10414606790947813,0.2222222222222222,0.30000000000000004,0,0,0.045454545454545414,0.007118807118807136,-0.0007306889085884755,-0.07777777777777783,0
song_186.csv,30,0.4666666666666667,0.4666666666666667,0.44588744588744594,0.3893217893217893,0.09596276007239515,0.09402468531073256,0.18181818181818177,0.2727272727272727,1,0,0.0,-0.05656565656565665,0.001938074761662592,-0.09090909090909094,1
song_297.csv,6,0.6666666666666666,0.6666666666666666,0.6555555555555556,0.6555555555555556,0.06558695623360138,0.06558695623360138,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
song_159.csv,8,0.375,0.375,0.23809523809523808,0.22380952380952382,0.08111755503478961,0.08416250716994463,0.4285714285714286,0.5714285714285714,1,0,0.0,-0.014285714285714263,-0.0030449521351550157,-0.1428571428571428,1
song_83.csv,22,0.3181818181818182,0.36363636363636365,0.32575757575757575,0.31457431457431456,0.11464354888162966,0.09072942894749494,0.18181818181818177,0.2727272727272727,0,0,0.04545454545454547,-0.011183261183261184,0.02391411993413471,-0.09090909090909094,0
song_57.csv,82,0.3902439024390244,0.35365853658536583,0.2899565615719973,0.20852748447991315,0.09393848785745479,0.09180536462165972,0.0714285714285714,0.3571428571428571,5,0,-0.03658536585365857,-0.08142907709208413,0.0021331232357950647,-0.2857142857142857,5
song_277.csv,16,0.5,0.5,0.3111111111111111,0.2845117845117845,0.08801356747059617,0.10425385842907946,0.33333333333333337,0.4444444444444444,1,0,0.0,-0.026599326599326623,-0.016240290958483283,-0.11111111111111105,1
song_284.csv,92,0.3804347826086957,0.34782608695652173,0.29791391868214356,0.2500096492497708,0.09366775236530595,0.09264427519888199,0.1428571428571429,0.2857142857142857,9,1,-0.03260869565217395,-0.04790426943237275,0.0010234771664239528,-0.1428571428571428,8
song_117.csv,10,0.3,0.3,0.25396825396825395,0.2121212121212121,0.12188675156824588,0.12912000671342547,0.4444444444444444,0.6363636363636364,0,0,0.0,-0.041847041847041855,-0.007233255145179585,-0.19191919191919193,0
song_333.csv,82,0.3780487804878049,0.32926829268292684,0.297634508348794,0.2417340362718514,0.09728265337985946,0.09456850880042966,0.2142857142857143,0.2857142857142857,5,0,-0.04878048780487804,-0.055900472076942626,0.0027141445794297975,-0.0714285714285714,5
song_225.csv,34,0.2647058823529412,0.2647058823529412,0.23760683760683762,0.1773917259211377,0.11254363886366449,0.08865842798765833,0.15384615384615385,0.33333333333333337,2,0,0.0,-0.06021511168569993,0.02388521087600616,-0.17948717948717952,2
