song_id,length,is_minor,raw_acc,vit_acc,raw_f1,vit_f1,raw_harm_loss,vit_harm_loss,raw_unlikely,vit_unlikely,acc_gain,f1_gain,harm_gain,smooth_gain
song_296.csv,6,0,0.8333333333333334,0.6666666666666666,0.7333333333333333,0.4666666666666666,0.07518919331592072,0.07160642400034675,0,0,-0.16666666666666674,-0.26666666666666666,0.0035827693155739693,0
song_174.csv,6,0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0
song_120.csv,4,0,1.0,0.75,1.0,0.5,0.0,0.017076523267417154,0,0,-0.25,-0.5,-0.017076523267417154,0
song_124.csv,60,0,0.9166666666666666,0.9166666666666666,0.9300841389187254,0.9321119356833644,0.046404718299187006,0.056458722242744216,0,0,0.0,0.002027796764638934,-0.01005400394355721,0
song_164.csv,14,1,0.7142857142857143,0.7142857142857143,0.3111111111111111,0.27999999999999997,0.1342636594022193,0.1233334539638211,0,0,0.0,-0.031111111111111145,0.010930205438398191,0
song_315.csv,36,1,0.9166666666666666,0.8888888888888888,0.922077922077922,0.8852813852813852,0.09784729617452766,0.08254208145170604,0,0,-0.02777777777777779,-0.03679653679653683,0.01530521472282162,0
song_170.csv,16,0,0.875,0.875,0.8111111111111111,0.8071428571428572,0.12067860919431544,0.06103231839066937,1,0,0.0,-0.003968253968253954,0.05964629080364608,1
song_272.csv,56,1,0.9464285714285714,0.9107142857142857,0.8931972789115646,0.8490675580577058,0.07880701320501203,0.05725397148177373,1,0,-0.0357142857142857,-0.0441297208538588,0.021553041723238298,1
song_82.csv,40,1,0.8,0.825,0.7103239755413668,0.778888888888889,0.08491395167052736,0.08945113775959809,0,0,0.02499999999999991,0.06856491334752213,-0.0045371860890707355,0
song_183.csv,30,0,0.9333333333333333,0.9666666666666667,0.9222222222222223,0.9692307692307693,0.07028902633697949,0.07255439798918621,1,0,0.033333333333333326,0.047008547008547064,-0.0022653716522067213,1
song_231.csv,14,0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0
song_299.csv,46,0,0.8695652173913043,0.8695652173913043,0.860218253968254,0.8776695526695527,0.07905607460677076,0.07643878394018137,0,0,0.0,0.01745129870129869,0.002617290666589389,0
song_317.csv,54,0,0.9259259259259259,0.9259259259259259,0.9104370742379794,0.920545266699113,0.11706905110457522,0.09663549681130255,0,0,0.0,0.010108192461133592,0.020433554293272663,0
song_342.csv,42,0,0.9523809523809523,0.9761904761904762,0.8680926916221033,0.9037433155080214,0.08509632704572065,0.06802365468477277,1,1,0.023809523809523836,0.03565062388591811,0.01707267236094788,0
song_114.csv,22,0,0.9545454545454546,0.9545454545454546,0.9764957264957266,0.9764957264957266,0.07545681409514707,0.07545681409514707,0,0,0.0,0.0,0.0,0
song_200.csv,48,0,0.9583333333333334,0.9375,0.9461562402738873,0.9381757533931449,0.03245820807389259,0.062252777711459865,2,1,-0.02083333333333337,-0.007980486880742488,-0.029794569637567277,1
song_49.csv,28,1,0.9642857142857143,0.9642857142857143,0.9746031746031747,0.9709090909090909,0.10388017855654053,0.09784729617452767,1,1,0.0,-0.0036940836940837496,0.006032882382012855,0
